Time,Distance,Speed,Throttle,Brake,RPM,nGear,X,Y,Z
23.052,1183.9321774508323,128.0,0.0,True,9866.95,3,-1007.0,-972.0,675.0
23.28,1190.8091666666671,109.0,0.0,True,9790.0,3,-987.4529517647389,-1001.8359909978585,673.4676612715948
23.332,1192.1911410713622,103.8,0.0,True,9861.825,3,-982.0,-1009.0,673.0
23.44,1194.9425000000006,93.0,0.0,True,10011.0,3,-966.9862309380896,-1027.5721167857089,671.3426986241184
23.6,1199.075833333334,93.0,0.0,True,9417.0,1,-936.9246246056948,-1062.3144927843312,667.5059233079294
23.732,1202.0064708797584,81.45,0.0,True,8724.0,1,-913.0,-1086.0,665.0
23.76,1202.5869444444452,79.0,0.0,True,8577.0,1,-908.2610208528059,-1090.1059054458742,664.601391662821
23.96,1206.475833333334,70.0,0.0,True,7572.0,1,-877.1719481165856,-1110.8310503271216,662.8914088407961
24.053,1208.1750996624482,68.00714422857143,0.0,True,7409.582254628572,1,-862.0,-1118.0,662.0
24.212,1210.9685534977384,64.6,0.0,True,7131.9,1,-834.0,-1128.0,660.0
24.24,1211.4536111111117,64.0,0.0,True,7083.0,1,-829.1789082888073,-1129.1594721919748,659.7080621836448
24.4,1214.164722222223,61.0,0.0,True,6558.0,1,-803.0523021224298,-1132.0257677663058,658.366055745065
24.433,1214.6957175191562,60.1750016,0.0,True,6494.612622933333,1,-798.0,-1132.0,658.0
24.64,1217.8313888888897,55.0,0.0,True,6097.0,1,-768.5872786216281,-1125.3670975628886,655.1686572575658
24.673,1218.320829729103,54.5875008,0.0,True,6003.9814304,1,-764.0,-1122.0,655.0
24.8,1220.1869444444453,53.0,0.0,False,5646.0,1,-746.3253982408446,-1101.563538548168,655.5381350919118
24.893,1221.525840119856,52.4187504,0.0,False,5511.4407176,1,-736.0,-1085.0,656.0
25.12,1224.7202777777786,51.0,0.0,False,5183.0,1,-727.4284663172534,-1055.3967433949033,654.2312456788586
25.28,1226.9425000000008,50.0,0.0,False,4906.0,1,-730.4245031283682,-1040.1473301882202,651.4810797958231
25.372,1228.1876616618017,49.233333333333334,2.3,False,4810.933333333333,1,-732.0,-1031.0,650.0
25.52,1230.1425000000008,48.0,6.0,False,4658.0,1,-734.2764185169558,-1015.6813404659059,647.7771162743375
25.713,1232.6472292606732,47.1958336,11.6291648,False,5441.2580736,1,-741.0,-988.0,645.0
25.76,1233.2758333333343,47.0,13.0,False,5632.0,1,-744.1800268325683,-978.5393283482728,644.3075362144011
25.933,1235.6976427643065,49.35909003636364,17.3249984,False,6016.531675927273,1,-758.0,-942.0,642.0
26.2,1239.753611111112,53.0,24.0,False,6610.0,1,-768.5734349768339,-921.872704164737,640.6723738150557
26.293,1241.2511398299912,55.3249984,26.3249984,False,6836.189130057142,1,-774.0,-914.0,640.0
26.452,1243.9290954185087,59.3,30.3,False,7222.9,1,-788.0,-893.0,638.0
26.48,1244.4202777777787,60.0,31.0,False,7291.0,1,-790.6066047063488,-889.2417504262801,637.5368706407643
26.693,1248.3602641516284,66.23849017881435,42.58576747494092,False,8051.204588932662,1,-814.0,-859.0,633.0
26.719,1248.8683333333342,67.0,44.0,False,8144.0,1,-818.1694541692409,-854.1393245421885,632.3406454066749
26.879,1252.157222222223,74.0,48.0,False,9124.0,1,-850.8321209688852,-817.8126012824044,627.8563953414849
26.992,1254.729172499816,79.28037189390592,53.28037189390592,False,9472.152520204863,1,-873.0,-794.0,625.0
27.2,1260.0930555555562,89.0,63.0,False,10113.0,1,-901.6795656938309,-764.7478164819402,621.3533635082513
27.412,1266.410719388189,102.62857142857143,76.62857142857143,False,11354.714285714286,1,-930.0,-736.0,618.0
27.48,1268.4152777777786,107.0,81.0,False,11753.0,1,-942.2138056822073,-723.0032893990976,616.6131431639137
27.592,1271.5767309665032,103.88888888888889,55.8,False,11459.31111111111,1,-965.0,-696.0,614.0
27.833,1277.9348141928228,97.19444622222223,1.5750144000000006,False,10827.355723377777,1,-1014.0,-618.0,608.0
27.84,1278.1152777777786,97.0,0.0,True,10809.0,1,-1014.907405228478,-616.2750251425049,607.8885963456635
28.113,1284.9940235557544,91.69166791111111,0.0,True,9500.11697351111,1,-1026.0,-574.0,606.0
28.2,1287.1152777777786,90.0,0.0,True,9083.0,2,-1026.5922257807806,-556.2249526601016,604.9638901092399
28.452,1293.0737912764264,86.5,0.0,True,7631.9,2,-1023.0,-493.0,601.0
28.56,1295.6152777777786,85.0,0.0,False,7010.0,2,-1016.1035770582823,-470.2622538624063,599.9453506062018
28.612,1296.8458584214889,85.0,0.0,False,6999.414285714286,2,-1010.0,-458.0,599.0
28.832,1302.0413056582543,85.0,0.0,False,6954.628571428571,2,-964.0,-394.0,591.0
28.84,1302.2263888888897,85.0,0.0,False,6953.0,2,-962.2719825561167,-392.0044316882411,590.7383167710723
29.0,1305.870833333334,82.0,3.0,False,6830.0,2,-930.4720095116024,-361.45992802832376,586.9008751779111
29.24,1311.3375000000008,82.0,35.0,False,7127.0,2,-892.7022330612444,-338.0285453951534,584.141419018046
29.253,1311.643733033212,82.406248,35.7312464,False,7161.124832,2,-891.0,-337.0,584.0
29.4,1315.2041666666673,87.0,44.0,False,7547.0,2,-874.1828510317357,-326.8789597578871,582.4201738394647
29.533,1318.5771368730636,89.65999872,44.0,False,7826.2998656,2,-852.0,-315.0,580.0
29.8,1325.759722222223,95.0,44.0,False,8387.0,2,-766.2409887995,-273.3173384326604,570.4945652785789
29.892,1328.3529908407077,100.175,61.25,False,8945.325,2,-742.0,-262.0,568.0
29.96,1330.3819444444453,104.0,74.0,False,9358.0,2,-729.2083517235059,-256.23897003748175,566.8280772728544
30.133,1336.1920367773137,114.09166293333334,86.49443982222222,False,10003.866427733334,2,-702.0,-245.0,565.0
30.32,1342.8819444444453,125.0,100.0,False,10702.0,2,-643.6907408167386,-221.71306512544888,561.2593645480428
30.333,1343.3363883862166,124.8375008,95.9781448,False,10707.9718456,2,-639.0,-220.0,561.0
30.64,1353.6375000000007,121.0,1.0,True,10849.0,2,-518.24779430338,-183.75446572169372,556.0321725379483
30.712,1355.9179549490839,118.0,0.7,True,10499.5,2,-492.0,-178.0,555.0
30.88,1361.0375000000006,111.0,0.0,True,9684.0,2,-437.82645796387453,-169.935976534654,552.6319293612048
31.093,1367.1542222799478,103.90000213333333,0.0,True,8587.0503296,2,-382.0,-169.0,550.0
31.12,1367.9041666666674,103.0,0.0,True,8448.0,2,-375.81680566581673,-169.47697425863944,549.7239965534326
31.453,1376.723313191751,95.60000142222222,0.0,True,7830.100118755556,2,-310.0,-190.0,547.0
31.48,1377.4041666666674,95.0,0.0,False,7780.0,2,-304.5415971677468,-193.43964643830054,546.7708697323293
31.572,1379.685946819369,92.24,3.22,False,7674.2,2,-286.0,-207.0,546.0
31.68,1382.3486111111117,89.0,7.0,False,7550.0,2,-266.5882307739622,-225.03023483564635,545.2855670161487
32.52,1404.5152777777785,95.0,57.0,False,8927.0,2,-194.1781190525241,-424.9470508308807,544.9942835185881
32.553,1405.3959014104225,95.49499904,57.8249984,False,9012.7998336,2,-193.0,-434.0,545.0
32.653,1408.0729810314836,96.99499904,60.3249984,False,9272.7998336,2,-190.0,-461.0,545.0
32.72,1409.9597222222228,98.0,62.0,False,9447.0,2,-188.47590331423947,-476.2878915061515,544.998616419447
32.893,1415.2817810050674,108.09166293333334,63.441666133333335,False,9939.328984533333,2,-186.0,-512.0,545.0
32.96,1417.4263888888895,112.0,64.0,False,10130.0,2,-185.37818986494517,-530.0488654530861,545.0018196958085
33.093,1421.7264828898014,114.65999872,67.98999807999999,False,10641.38475392,2,-185.0,-575.0,545.0
